CNPJ_Fundo;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
07.789.135/0001-27;2023-03-31;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;6175696000173;;;;;;250779.49;14777917.5
07.789.135/0001-27;2023-03-31;1;FII;VISC11 - Vinci Shopping Centers FII;17554274000125;;;;;;44143;4499937.42
07.789.135/0001-27;2023-06-30;2;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;6175696000173;;;;;;256769.65;15611075.03
07.789.135/0001-27;2023-06-30;2;FII;VISC11 - Vinci Shopping Centers FII;17554274000125;;;;;;44143;5283917.1
08.014.513/0001-63;2023-03-31;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;06175696000173;;;;;;135125.96;7948880.08
08.014.513/0001-63;2023-06-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;06175696000173;;;;;;136478.01;8291788.88
08.098.114/0001-28;2023-03-31;2;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;650;553077.22
08.098.114/0001-28;2023-03-31;2;Ações de Sociedades;REC 2018 IV EMPREEND;30372394000170;;;;;;65100;65100
08.098.114/0001-28;2023-03-31;2;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;645;547732.98
08.098.114/0001-28;2023-03-31;2;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;645;549157.65
08.098.114/0001-28;2023-03-31;2;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;645;547656.79
08.098.114/0001-28;2023-03-31;2;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;640;544966.04
08.098.114/0001-28;2023-03-31;2;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;643;546195.77
08.098.114/0001-28;2023-03-31;2;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;643;546194.24
08.098.114/0001-28;2023-03-31;2;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;638;542516.9
08.098.114/0001-28;2023-03-31;2;Outras Cotas de FI;FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP;6175696000173;;;;;;241198.3766;14195119.88
08.098.114/0001-28;2023-03-31;2;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;646;548223.28
08.098.114/0001-28;2023-03-31;2;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;645;549021.42
08.098.114/0001-28;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;645;566625.81
08.098.114/0001-28;2023-06-30;1;Ações de Sociedades;UNITOLEDO - SPE - TOLEDO;47711602000110;;;;;;7690395;41201685
08.098.114/0001-28;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;643;565006.94
08.098.114/0001-28;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;646;567197.93
08.098.114/0001-28;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;640;562298.79
08.098.114/0001-28;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;650;570680.79
08.098.114/0001-28;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;645;566561.77
08.098.114/0001-28;2023-06-30;1;Outras Cotas de FI;FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP;6175696000173;;;;;;137191.8439;8339059.96
08.098.114/0001-28;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;645;566489.58
08.098.114/0001-28;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;643;565008.25
08.098.114/0001-28;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;638;561101.9
08.098.114/0001-28;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;394460040950;;;;LTN20240701 - 100000;;645;566627.08
08.417.532/0001-30;2023-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples FIC;6175696000173;;;;;;55260.40728;3264079.5
08.417.532/0001-30;2023-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples FIC;6175696000173;;;;;;111063.53;6766318.15
08.431.747/0001-06;2023-03-31;1;FII;FDO INV. MAUA CAPITAL RECEBIVEIS IMOB. - FII;23648935000184;;;;;;432880;36790471.2
08.431.747/0001-06;2023-03-31;1;CRI/CRA;PLANETA SECURITIZADORA SA;7587384000130;4;33;;;;18;48538076.21
08.431.747/0001-06;2023-03-31;1;FII;GENERAL SHOPPING ATIVO E RENDA FII;17590518000125;;;;;;157593;7517186.1
08.431.747/0001-06;2023-03-31;1;FII;HEDGE SHOPPING PARQUE DOM PEDRO FII;35586415000173;;;;;;2852897;199702790
08.431.747/0001-06;2023-03-31;1;FII;FII - FII PARQUE D. PEDRO SHOPPING CENTER;10869155000112;;;;;;203;324800
08.431.747/0001-06;2023-03-31;1;FII;HABITAT II - FDO INV IMOB;30578417000105;;;;;;1852;159179.4
08.431.747/0001-06;2023-03-31;1;FII;FDO INV IMOB - FII SHOPPING JARDIM SUL;14879856000193;;;;;;1117238;90351037.06
08.431.747/0001-06;2023-03-31;1;FII;FDO INV IMOB - FII FLORIPA SHOPPING;10375382000191;;;;;;45442;75660475.58
08.431.747/0001-06;2023-03-31;1;FII;FDO INV IMOB GRAND PLAZA SHOPPING;1201140000190;;;;;;922997;59717905.9
08.431.747/0001-06;2023-03-31;1;FII;FDO INV IMOB VIA PARQUE SHOPPING - FII;332266000131;;;;;;347208;31248720
08.431.747/0001-06;2023-03-31;1;FII;HEDGE ATRIUM SHOPPING SANTO ANDRE FII;12809972000100;;;;;;2719;198487
08.431.747/0001-06;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;262;;;;25988;28434077.97
08.431.747/0001-06;2023-03-31;1;FII;CSHG RECEBÍVEIS IMOBILIÁRIOS FII - FII;11160521000122;;;;;;537758;55383696.42
08.431.747/0001-06;2023-03-31;1;CRI/CRA;PLANETA SECURITIZADORA SA;7587384000130;4;55;;;;17;34317884.11
08.431.747/0001-06;2023-03-31;1;FII;SHOPPING WEST PLAZA FDO INV IMOB;9326861000139;;;;;;643616;40966158.4
08.431.747/0001-06;2023-03-31;1;FII;FII BTG PACTUAL CRÉDITO IMOBILIÁRIO;9552812000114;;;;;;1531665;13769668.35
08.431.747/0001-06;2023-06-30;2;FII;HEDGE SHOPPING PARQUE DOM PEDRO FII;35586415000173;;;;;;3224794;212328086.21
08.431.747/0001-06;2023-06-30;2;FII;FDO INV IMOB - FII FLORIPA SHOPPING;10375382000191;;;;;;45442;83840490
08.431.747/0001-06;2023-06-30;2;FII;FDO INV IMOB GRAND PLAZA SHOPPING;1201140000190;;;;;;922997;66049665.32
08.431.747/0001-06;2023-06-30;2;FII;HEDGE ATRIUM SHOPPING SANTO ANDRE FII;12809972000100;;;;;;2719;179508.38
08.431.747/0001-06;2023-06-30;2;FII;CSHG RECEBÍVEIS IMOBILIÁRIOS FII - FII;11160521000122;;;;;;459523;47790392
08.431.747/0001-06;2023-06-30;2;FII;FII BTG PACTUAL CRÉDITO IMOBILIÁRIO;9552812000114;;;;;;1531665;14014734.75
08.431.747/0001-06;2023-06-30;2;FII;SHOPPING WEST PLAZA FDO INV IMOB;9326861000139;;;;;;643616;41191424
08.431.747/0001-06;2023-06-30;2;FII;FII - FII PARQUE D. PEDRO SHOPPING CENTER;10869155000112;;;;;;203;387730
08.431.747/0001-06;2023-06-30;2;FII;FDO INV IMOB - FII SHOPPING JARDIM SUL;14879856000193;;;;;;1117238;94965230
08.431.747/0001-06;2023-06-30;2;FII;FDO INV IMOB VIA PARQUE SHOPPING - FII;332266000131;;;;;;347208;37804007.04
08.431.747/0001-06;2023-06-30;2;FII;FDO INV. MAUA CAPITAL RECEBIVEIS IMOB. - FII;23648935000184;;;;;;432880;40110660.8
08.431.747/0001-06;2023-06-30;2;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;55;;;;17;4199182.34
08.431.747/0001-06;2023-06-30;2;FII;GENERAL SHOPPING ATIVO E RENDA FII;17590518000125;;;;;;157593;9433516.98
08.431.747/0001-06;2023-06-30;2;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;262;;;;18688;21383175.74
08.431.747/0001-06;2023-06-30;2;FII;HABITAT II - FDO INV IMOB;30578417000105;;;;;;1852;180014.4
08.431.747/0001-06;2023-06-30;2;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;33;;;;25;8248866.83
08.693.497/0001-82;2023-03-31;1;Outras Cotas de FI;Bradesco Empresas FIC Referenciado DI;5629904000102;;;;;;0.0015;0.01
08.693.497/0001-82;2023-03-31;1;FII;FUNDO DE INVESTIMENTO IMOB. QUINTAS;27368617000110;;;;;;30144;3785110.11
08.693.497/0001-82;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOB. QUINTAS;27368617000110;;;;;;30114;3484781.94
08.693.497/0001-82;2023-06-30;1;Outras Cotas de FI;Bradesco Empresas FIC Referenciado DI;5629904000102;;;;;;253.6228;1776.77
08.696.175/0001-97;2023-03-31;1;Outras Cotas de FI;BRADESCO FI REFERENCIADO DI FEDERAL EXTRA;03.256.793/0001-00;;;;;;159659.369701935;2337189.33
08.696.175/0001-97;2023-06-30;1;Outras Cotas de FI;BRADESCO FI REFERENCIADO DI FEDERAL EXTRA;03.256.793/0001-00;;;;;;146081.9;2204525.03
08.706.065/0001-69;2023-03-31;1;Outras Cotas de FI;ITAU INSTITUCIONAL DI FIF;00832435000100;;;;;;1842.87;7163666.92
08.706.065/0001-69;2023-06-30;1;Outras Cotas de FI;ITAU INSTITUCIONAL DI FIF;00832435000100;;;;;;2417.01;9732985.98
08.924.783/0001-01;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;80;;;;130000;130744083.71
08.924.783/0001-01;2023-03-31;1;FII;FDO INV IMOB PROJETO ÁGUA BRANCA;3251720000118;;;;;;109685;14806378.15
08.924.783/0001-01;2023-03-31;1;FII;FUNDO DE INV IMOBILIARIO FII PRIME PORTFO;10427246000106;;;;;;6246649;526743064.92
08.924.783/0001-01;2023-03-31;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO CJ - FII;23582914000103;;;;;;52601278;137078775.67
08.924.783/0001-01;2023-03-31;1;Outros Ativos Financeiros;BANCO BTG PACTUAL S A;30306294000145;;;;CDB;;68906558;827342.53
08.924.783/0001-01;2023-03-31;1;FII;FII BTG PACTUAL PRIME OFFICES I - FII;18312285000161;;;;;;37095271;76078756.71
08.924.783/0001-01;2023-03-31;1;Outros Ativos Financeiros;BANCO BTG PACTUAL S A;30306294000145;;;;CDB;;6142585;74494.26
08.924.783/0001-01;2023-03-31;1;Outros Ativos Financeiros;Banco BTG Pactual S.A.;30306294000145;;;;Operações Compromissadas - Lastro: LTN;;18092;12285680.39
08.924.783/0001-01;2023-03-31;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO G;15333306000137;;;;;;407028;7981819.08
08.924.783/0001-01;2023-03-31;1;Outras Cotas de FI;BTGP TESOURO SELIC FI RF REFERENCIADO DI;09215250000113;;;;;;1456599.88;5422624.37
08.924.783/0001-01;2023-03-31;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO MV9 - FII;23537203000117;;;;;;78155673;118040879.48
08.924.783/0001-01;2023-06-30;1;FII;FII PROJ AGUA BRANCA;03251720000118;;;;;;109685;20456252.5
08.924.783/0001-01;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;80;;;;130000;130669484.86
08.924.783/0001-01;2023-06-30;1;Outros Ativos Financeiros;BANCO BTG PACTUAL S A;30306294000145;;;;CDB;;6142585;76861.49
08.924.783/0001-01;2023-06-30;1;FII;FII MV9 - FII;23537203000117;;;;;;78155673;120962936.75
08.924.783/0001-01;2023-06-30;1;Outras Cotas de FI;BTGP TESOURO SELIC FI RF REFERENCIADO DI;09215250000113;;;;;;1443362.39;5575929.02
08.924.783/0001-01;2023-06-30;1;FII;FII FII PRIME PORTFOLIO;10427246000106;;;;;;6276206;556228000.07
08.924.783/0001-01;2023-06-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;06175696000173;;;;;;0.03;1.93
08.924.783/0001-01;2023-06-30;1;FII;FII BTG PACTUAL PRIME OFFICES I  FII;18312285000161;;;;;;37095271;76226148.55
08.924.783/0001-01;2023-06-30;1;Outros Ativos Financeiros;Banco BTG Pactual S.A.;30306294000145;;;;Operações Compromissadas - Lastro: LFT REF;;1426;19159689.6
08.924.783/0001-01;2023-06-30;1;Outros Ativos Financeiros;BANCO BTG PACTUAL S A;30306294000145;;;;CDB;;81694562;821520.52
08.924.783/0001-01;2023-06-30;1;FII;FII  FII EDIFICIO GALERIA;15333306000137;;;;;;407028;7937046
08.924.783/0001-01;2023-06-30;1;FII;FII CJ - FII;23582914000103;;;;;;52601278;147230252.16
09.006.914/0001-34;2023-03-31;1;Outras Cotas de FI;Itaú Soberano RF;06.175.696/0001-73;;;;;;71806.82;4216624.23
09.006.914/0001-34;2023-06-30;2;Outras Cotas de FI;Itaú Soberano RF;06.175.696/0001-73;;;;;;65091.18;3952778.35
09.072.017/0001-29;2023-03-31;1;Cotas de Sociedades;GUAÍBA EMPREENDIMENTOS E PARTICIPAÇÕES LTDA;10953580000195;;;;;;3;3
09.072.017/0001-29;2023-03-31;1;Ações de Sociedades;VIP VII - EMPREENDIMENTOS E PARTICIPACOES S.A.;11284022000147;;;;;;666.07;1000.54
09.072.017/0001-29;2023-03-31;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;33;;;;7;0
09.072.017/0001-29;2023-03-31;1;Cotas de Sociedades;CZSP 2460 EMPREENDIMENTOS IMOBILIARIOS E PARTICIPACOES LTDA.;34993658000163;;;;;;500;500
09.072.017/0001-29;2023-06-30;1;Cotas de Sociedades;GUAÍBA EMPREENDIMENTOS E PARTICIPAÇÕES LTDA;10953580000195;;;;;;3;3
09.072.017/0001-29;2023-06-30;1;Ações de Sociedades;VIP VII - EMPREENDIMENTOS E PARTICIPACOES S.A.;11284022000147;;;;;;666.07;1000.54
09.072.017/0001-29;2023-06-30;1;Cotas de Sociedades;CZSP 2460 EMPREENDIMENTOS IMOBILIARIOS E PARTICIPACOES LTDA.;34993658000163;;;;;;500;500
09.150.967/0001-24;2023-03-31;1;FII;FII Rio Bravo Renda Educacional;13873457000152;;;;;;56916;7017173.64
09.150.967/0001-24;2023-06-30;1;FII;FII Rio Bravo Renda Educacional;13873457000152;;;;;;56916;7852700.52
09.350.920/0001-04;2023-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples CP FICFI;6175696000173;;;;;;20277.61;1197742.63
09.350.920/0001-04;2023-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples CP FICFI;6175696000173;;;;;;14347.62;874099.84
09.517.273/0001-82;2023-03-31;1;Ações de Sociedades;SPE CARNEGIE 25;14457070000188;;;;;;13617195;15331939.22
09.517.273/0001-82;2023-06-30;1;Ações de Sociedades;SPE CARNEGIE 25;14457070000188;;;;;;14292195;16006939.22
09.552.812/0001-14;2023-03-31;1;CRI/CRA;CANAL COMPANHIA DE SECURITIZACAO;41811375000119;2;1;;;;5000;5246288.96
09.552.812/0001-14;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;131;;;;5000;4732221.32
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;117;;;;2;127105.18
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;4;366;;;;16075;17882632.02
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;4;48;;;;17164;9031859.54
09.552.812/0001-14;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;09304427000158;1;148;;;;42636;32356253.76
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;85;;;;15;1073758.4
09.552.812/0001-14;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;444;;;;17678;13378101.86
09.552.812/0001-14;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;363;;;;26000;24877068.96
09.552.812/0001-14;2023-03-31;1;CRI/CRA;OURINVEST SECURITIZADORA SA;12320349000190;1;25;;;;20000;16713743.7
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;125;;;;1;57041.79
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;1;31;;;;6398;3788073.08
09.552.812/0001-14;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;454;;;;39993;40012227.45
09.552.812/0001-14;2023-03-31;1;FII;FII MAUA CAPITAL RECEBIVEIS IMOBILIARIOS - FII;23648935000184;;;;;;56553;4806439.47
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;269;;;;71;3869159.86
09.552.812/0001-14;2023-03-31;1;Outras Cotas de FI;BTG PACTUAL YIELD DI FI RF REF CP;00840011000180;;;;;;1528030.89;58439327.45
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;120;;;;5;707785.35
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;4;47;;;;43860;26003755.75
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;255;;;;24;265506.27
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;4;427;;;;6900;6554703.88
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;238;;;;26;611939.38
09.552.812/0001-14;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;84;2;;;;65000;66529677.03
09.552.812/0001-14;2023-03-31;1;Outras Cotas de FI;BTGP CAPITAL MARKETS FI RF;04501865000192;;;;;;5194581.06;58433888.84
09.552.812/0001-14;2023-03-31;1;FII;MULTI SHOPPINGS FII;22459737000100;;;;;;51111;2439043.4
09.552.812/0001-14;2023-03-31;1;FII;XP CREDITO IMOBILIARIO - FII;28516301000191;;;;;;240701;19905972.7
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;217;;;;28;214882.82
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BARIGUI SECURITIZADORA S.A.;10608405000160;1;85;;;;19101;19846855.88
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;78;;;;1;277520.73
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;156;;;;10;762219.17
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;73;1;;;;4000;4027871.39
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;8;1;;;;45757;33872812.46
09.552.812/0001-14;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;09304427000158;1;214;;;;56317;25650135.36
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;50;2;;;;40000;43579717.72
09.552.812/0001-14;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;346;;;;30000000;30881244.21
09.552.812/0001-14;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;443;;;;17677;13377345.09
09.552.812/0001-14;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;1;261;;;;20477;20608726.48
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;253;;;;17;-833.04
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;239;;;;26;618632.19
09.552.812/0001-14;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;355;;;;15000;17067287.58
09.552.812/0001-14;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;1;178;;;;7271;5286595.31
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;58;1;;;;55500;61360288.64
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;244;;;;26;839610.22
09.552.812/0001-14;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;09304427000158;1;163;;;;35000;32694935.55
09.552.812/0001-14;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;216;;;;16815;20272472.47
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;123;;;;1;24283.9
09.552.812/0001-14;2023-03-31;1;FII;FII MOGNO CRI HIGH GRADE;35652204000191;;;;;;60000;4751400
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;237;;;;26;1057921.83
09.552.812/0001-14;2023-03-31;1;CRI/CRA;REIT SECURITIZADORA S.A.;13349677000181;2;22;;;;25000;22271296.46
09.552.812/0001-14;2023-03-31;1;FII;HEDGE RECEBIVEIS IMOBILIARIOS - FII;35507262000121;;;;;;120193;9254861
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;130;;;;19;232087.35
09.552.812/0001-14;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;09304427000158;1;215;;;;23000;10725991.16
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;4;283;;;;20500;10955487.63
09.552.812/0001-14;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;437;;;;24000;26116593
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;127;;;;1;191384.86
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;247;;;;15;-159.61
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;56;1;;;;35000;28194048.35
09.552.812/0001-14;2023-03-31;1;FII;KINEA ÍNDICES DE PREÇOS - FII;24960430000113;;;;;;293302;26933922.66
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;4;241;;;;31500;34158150
09.552.812/0001-14;2023-03-31;1;CRI/CRA;PLANETA SECURITIZADORA SA NOVO;07587384000130;4;166;;;;14503;10866912
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;113;;;;12;364651.85
09.552.812/0001-14;2023-03-31;1;FII;VALORA CRI INDICE DE PRECO FII - FII;34197811000146;;;;;;135313;10783092.97
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;116;;;;3;368345.93
09.552.812/0001-14;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;364;;;;26000;24879175.28
09.552.812/0001-14;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;4;338;;;;20166;20356017.72
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;259;;;;38;-1184.26
09.552.812/0001-14;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;1;268;;;;20477;20605584.67
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;106;;;;2;319665.38
09.552.812/0001-14;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;368;;;;37;488960.68
09.552.812/0001-14;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;329;;;;12800;11631564.13
09.552.812/0001-14;2023-06-30;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;217;;;;28;172600.98
09.552.812/0001-14;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;4;241;;;;31500;34890514.4
09.552.812/0001-14;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;363;;;;26000;22644371.29
09.552.812/0001-14;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;454;;;;39993;39904783
09.552.812/0001-14;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;1;261;;;;20477;21485707.35
09.552.812/0001-14;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;443;;;;17677;13540548.55
09.552.812/0001-14;2023-06-30;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;368;;;;37;441515.05
09.552.812/0001-14;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO MAUA CAPITAL RECEBIVEIS;23648935000184;;;;;;56553;5240200.98
09.552.812/0001-14;2023-06-30;1;Outras Cotas de FI;BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REF;00840011000180;;;;;;1477763.38;58317758.11
09.552.812/0001-14;2023-06-30;1;CRI/CRA;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZACAO;03767538000114;1;269;;;;71;2526040.46
